person_education,person_income,loan_amnt,credit_score,loan_status
5,69165.15232847763,13727.935404255984,824.5099662202954,1
4,54984.71017969387,36447.58557074066,649.5750361922074,1
4,38772.701951651696,25297.91101885977,708.694354211615,1
2,73267.27963283785,4971.264579474749,655.7280550983296,1
4,51735.11951439288,11788.976895540756,643.07772427662,1
3,67689.45776095739,34479.6794193202,714.3353538091438,1
4,51012.777221151635,4730.412115024709,629.6807819067944,1
2,80911.21887322981,42709.13878838967,668.7174619850332,1
2,76330.11263664806,25262.179823684743,672.5188464337209,1
5,46265.5377728139,24548.742289005753,603.2336682449866,1
3,64573.56426431533,30027.98144831636,719.4429644675566,1
1,59680.639243777216,41409.36733033231,637.7528170313213,1
1,70529.47336298523,18042.65118720746,597.0978388355009,1
4,35526.14809129843,34222.791475394115,687.5556890499282,1
5,60290.77189997659,28720.86623579376,587.1072412746274,1
0,65876.36730274382,14084.385238301646,651.9726810158389,1
4,23618.907703653287,44052.86933140274,649.3616702349058,1
5,32251.122310013372,40073.875058739475,726.0126896082105,1
3,19411.51733359849,33264.139898262845,683.2288763015966,1
3,45958.89748333163,42678.50472561785,648.24811288784,1
3,60763.133836939436,43497.415847030315,707.2436409440201,1
3,72535.35578144042,35709.7858590367,747.3145284312119,1
3,51111.42170629663,42013.65308981993,689.0467214446304,1
5,74429.23318356938,35176.1016217949,650.7246833890366,1
5,29298.47812677663,34326.89781625472,558.1714637354888,1
2,24449.26340967268,31311.95753254403,575.4420435847239,1
1,49166.78451655072,37883.115338324424,628.6342706951733,1
3,55760.98173408961,8771.650159360612,607.3341458488502,1
0,49509.578778588606,44162.66720074749,636.9120087910188,1
5,18988.36849940185,43720.33285951637,653.9654947427975,1
0,48663.19940730817,2433.116868693398,687.0784928049711,1
0,30432.957492427202,41465.02077767337,645.0650855358637,1
0,60045.08823245058,7314.6235061988145,684.0551150678341,1
2,55498.973691452724,17420.823858697953,654.5132090367084,1
5,35901.80320508967,37431.90455828878,511.717340355229,1
0,42291.9962399496,8877.234906367103,584.2465224326872,1
3,34111.79717166573,41080.384181834044,639.9138710994869,1
4,49059.813540902425,41774.574719929355,565.3213680011224,1
0,64327.134807518574,25865.918954280973,691.9950110997343,1
2,35214.10930496684,1312.9077141248454,757.1525582640588,1
5,57560.697732767665,15064.868525570726,735.3133296188122,1
2,42046.13572441339,31229.41900041137,635.0589990348855,1
0,38106.907516064835,49078.12272334375,754.3508295794967,1
5,48394.544600681635,31958.86282381675,660.4067220041478,1
4,34471.365163709386,13730.375472143829,626.4039820217372,1
0,41695.26041979227,32066.279451880957,607.0618135521343,1
2,32031.831611167272,27459.28360607692,628.827121945831,1
1,79470.87699374584,39212.42436240603,622.827622702114,1
3,50528.95327957593,6242.051302520962,661.9291355662841,1
2,39504.117380111216,38290.36722259937,661.2401786734905,1
5,53209.69866101333,27522.062355129405,650.213221410739,1
0,48315.07925463755,48186.60818909074,680.5856718822445,1
3,46685.45600700165,17751.73613589562,733.3452392350439,1
0,59212.50050065138,31998.47276356346,716.4687894808926,1
5,61362.61565070957,46669.377169990854,546.0571422085068,1
0,42042.48278584209,6022.976671543283,471.22552055686316,1
1,41362.7263903298,46924.195874586105,715.4023937867491,1
3,45874.22454272534,34706.40039273985,554.3184911109205,1
3,15471.18252896623,4324.0158961534235,634.2664218675121,1
5,27272.134067021718,15747.214780393997,568.0920881758449,1
1,70503.11401166787,35700.4323436188,523.8613693693986,1
2,74674.51570251926,4300.179471969814,687.9023909743352,1
0,46264.45940665432,29526.35254863739,703.1408612211853,1
4,58648.35444583649,17948.26979069488,609.6442719491297,1
0,54668.75231815304,31424.860370606377,468.6270395498563,1
0,96183.21212682856,3241.3596568131297,611.7628886223262,1
2,66793.62367151865,43705.303501466435,677.4262803781783,1
0,48081.2361277885,48700.95948969245,546.476190185811,1
1,35666.89339099362,48475.014908998884,662.8351943845408,1
1,25903.30519613641,37732.93975540331,648.9283105578903,1
3,53051.954538008344,7374.225766400967,690.5504049720762,1
5,38654.73882073545,38154.89660052211,658.3706257889908,1
4,28666.19435603489,2204.758906481274,581.8851741382912,1
0,40301.4067363621,2084.0540249208652,733.7600051165144,1
0,33776.779945784074,16856.90073832752,638.9029298881121,1
2,75307.12452608848,24943.51632982862,648.0886822343048,1
5,63224.59635424176,38749.96347258187,584.6712428648763,1
1,49880.41038025074,34481.473453718754,618.9702424165943,1
4,72199.16208335038,22849.23261246067,588.0638100181169,1
3,51160.524614714275,14407.706647801628,637.8937758053604,1
1,37080.73698007604,49859.100507727846,769.819593609964,1
5,72846.86115904486,21882.883809562674,553.966919994805,1
3,58083.65065526988,23117.964192154097,537.0507021486281,1
2,34441.30768510315,9017.56723839179,752.9819229245526,1
2,47144.91982874588,39945.66788874654,635.3473425993694,1
0,36865.726199228644,34990.42906329294,603.1649082938059,1
5,29258.00403553496,11817.71102664926,722.7933281177253,1
4,63892.66321297462,5036.671235176293,607.6069122184196,1
3,78641.24960705196,34344.46580166094,777.8206799482855,1
1,29021.486392712883,33071.049499775625,697.4548109937489,1
5,58444.538550358564,14389.716822912256,615.8462014298008,1
5,40240.361463172594,47592.31455027011,801.0115749285852,1
2,42693.11924352956,8401.836697264112,607.5999553897664,1
0,41114.09113641696,22184.405251087494,701.9466760406515,1
0,37040.138454802756,47237.18008821234,670.9504806284544,1
3,50727.82441917241,21566.638529379994,741.1218902579159,1
2,37535.748253834434,32287.77143554019,759.3057837708797,1
5,54056.85238669758,20482.12550017692,652.2402904346037,1
4,49246.42835826294,14436.54491508483,597.2607490757672,1
2,46415.77929700386,49214.90475003159,682.1980500057382,1
3,36386.545069376036,21057.366309437108,602.5599241173526,1
3,41348.43004147501,44810.86098027759,790.9371073268636,1
2,61330.86838738634,12267.775688663223,659.5574731757916,1
3,57513.75781436571,11442.130497229082,624.4274914081524,1
2,35336.67132802174,2525.5700613410568,662.9276214105436,1
1,51489.98458143839,32931.674443418364,555.7011597329213,1
2,61270.80685057683,19057.790842464296,581.9870173042544,1
2,24958.920783179423,43353.554242142214,734.0289735561098,1
3,58150.402885699026,24187.2854278863,604.0174004720024,1
3,40060.643615812296,48441.47796782137,576.7162312122642,1
0,58558.98002889739,10090.750269452936,687.56569267691,1
0,38551.11265186225,43562.53522982493,732.9992908264098,1
1,22926.768490032213,39053.24578679534,700.3267317465546,1
0,25586.86343175256,38775.170387558544,719.7233380064072,1
2,50721.27419992073,42394.37817772749,597.0243438001378,1
3,53895.83752582223,38290.175556206945,550.473253328071,1
0,36435.25062343387,31684.795759939356,755.0933556368841,1
0,59578.88688166061,7430.999006436991,627.4124112810505,1
1,25077.1990659656,2593.7827950713436,632.4416888481467,1
5,49008.80302029025,46121.54454296866,742.9735899294341,1
1,31834.75700356315,31215.865411516163,688.9361006580461,1
2,40222.45838296761,40030.327257832636,681.9121440457126,1
3,50710.98006974621,24594.595224114953,801.5501641430759,1
1,37093.799520740715,6748.101259157329,604.95372387339,1
0,44231.66683655262,7134.103817924972,714.9488089656866,1
3,65094.39213821661,34592.6990742196,653.9909187427959,1
3,41346.62195715277,22084.98885007367,668.801459520428,1
0,62535.38168097712,10825.7116083165,756.9927898488772,1
1,33054.397180135726,25088.132790330408,685.5485029402737,1
0,57947.06266872924,4146.23791668157,687.6807255334743,1
5,71623.5293098685,29516.59869380554,725.0755136116861,1
3,12925.332498090662,14180.676817319785,624.453308931998,1
4,38046.57116794285,40080.39593122222,591.2553232862696,1
4,58656.081907708096,16207.735987255115,576.8633564185277,1
2,46954.31920935511,23305.78730500826,512.3550387436799,1
0,55567.188100569634,1569.4064554969311,793.9344990958225,1
0,40940.22219926269,4549.897501933385,572.7754143994822,1
2,51298.8468120935,20232.184263927556,634.512246348996,1
2,47664.84146911881,24517.00290113905,630.6230690077756,1
2,67516.73092489711,30401.00685784588,671.518468846637,1
3,53816.31264951819,15291.466356755858,707.1016048777508,1
5,55064.039931128034,35054.11242020058,710.2331441851821,1
0,43821.84550816299,43145.99746227102,609.1845793001743,1
3,42685.906638912595,39212.69845577414,638.3014800349512,1
2,43511.627182705684,2941.3224420695,669.780596534181,1
0,55916.78213567445,24544.84041563362,632.5916211671517,1
3,43685.232787696055,6141.578742490568,762.5141903213995,1
5,54346.62285344619,12860.205777263845,684.3682466146776,1
3,81131.01197968159,49346.46707009018,701.4414450234872,1
5,63066.87055147538,7982.281602174148,696.4016888067189,1
2,45109.647017482384,25445.519519116446,732.1431700239727,1
5,68018.20883245918,31289.630981587838,662.6715091092594,1
0,43878.86940467673,35420.783556661096,559.2217636430908,1
2,19428.13197233219,28422.78549085879,677.9781566226849,1
0,34878.70533623894,1478.7715235399992,604.405017434572,1
4,21938.121184612166,16996.6041039556,612.996832277517,1
1,44727.297739380374,26367.87052585086,691.0454813128565,1
5,50276.27568784328,5305.458458096834,736.6798150003544,1
1,75146.55968412924,18180.719629249856,651.4890103715243,1
1,54903.910606462436,2626.9523307769614,671.6183108819274,1
5,46713.49206786704,4850.346360596017,769.1550461244667,1
2,62441.083717752335,20449.24053387821,666.8527225641998,1
4,16832.970364881723,7503.071948109958,832.1178179926276,1
0,53534.21837162849,28809.50156481635,689.5856751942081,1
3,61562.9779083045,34783.783487726025,526.7466068590927,1
0,27821.206313302377,40228.74825634506,702.7339134773173,1
3,67156.31064810394,10807.361967995694,676.6810869417944,1
0,55077.44611241621,9206.646530694417,740.2826927857922,1
5,43770.681291487985,6123.824176385612,697.122694588897,1
4,59491.72799159427,32185.0822276382,640.3080811211358,1
3,84060.39286706594,35617.31059785816,564.2991234597444,1
2,52727.99382587743,2547.72109645646,635.3683719899782,1
0,53723.30879450504,46874.4000659408,590.463568205349,1
0,43109.58650689634,3546.592898922148,609.3633585136694,1
3,37252.33445802813,27523.520429752454,691.2004883094427,1
2,62455.03724816369,35743.965453094905,766.8933153045984,1
2,37158.74261136699,43677.4870635582,677.6270070876087,1
5,51073.49355829089,35990.25967448896,566.288185657537,1
5,42835.13829852325,40284.6760704198,681.1221867754099,1
5,57184.697386195876,17633.059434597497,733.7642040651956,1
5,55004.931579304226,40926.4305735791,607.3151966976433,1
5,65563.0991638685,4925.627472849083,640.6187983328957,1
5,42349.75401717879,44846.016146965856,651.0281736310438,1
4,45951.87597059943,27832.026431533075,595.0571180842433,1
2,35318.54426326539,41047.59072816219,695.3796303690701,1
5,43335.60109885833,23163.595941396707,641.5336295974553,1
2,55659.50739567279,32535.307064629724,679.3672710734919,1
2,61354.829249680275,26793.73038586955,587.875547553853,1
1,36167.52013733562,36847.886566011264,619.3779189773612,1
4,63044.088801584905,4999.86911949889,700.566695047944,1
5,70334.56788207426,3957.252115537626,623.9016793535764,1
0,56201.523548355515,13108.058466497176,770.8874695863384,1
3,78151.937188371,8817.68932554623,622.0254670069778,1
0,38393.1620134464,43717.39476301788,665.727930802632,1
4,31330.179450328746,11741.48538054417,715.2813582311163,1
3,23319.19626643582,48817.39753513743,550.7143986946878,1
4,72440.66467233775,17507.893796784236,526.7433831613457,1
2,59815.484845310864,9923.777868746265,543.2040579800934,1
3,49166.229936343174,39695.226849981475,738.3808872399028,1
2,54199.529394797304,33276.68099954293,611.3699297875287,1
0,33117.66429052435,25411.59010620381,829.0739499967776,1
0,86686.27969425239,28212.813995943932,610.5026680939828,1
3,51938.31772962841,36240.88713534093,662.9185912237925,1
3,51640.92191907339,12194.282325233638,757.9476966797513,1
5,60886.49935848038,49820.36188678035,790.4265021711386,1
4,57215.1384760507,48764.86494519237,794.3052503645479,1
5,53358.26036418697,32865.95863099991,734.58563614152,1
4,38142.88316832032,10777.580095528112,721.6843768068023,1
5,57072.025357039936,34331.18387913328,691.4768864440828,1
2,78230.3674471255,4537.722039979617,704.4852753316646,1
3,70181.30069232467,2501.972608084497,611.4169998570027,1
0,73897.79939959096,13626.46153704947,592.7260781604385,1
4,42331.76485353222,23668.524880226498,649.7637879812333,1
4,35155.92769612129,43545.35276501065,638.087076423255,1
0,48113.19619850528,36631.28441854909,618.2740365470908,1
5,50835.87368433042,37392.619538799074,698.7471213219701,1
4,66412.87277706423,21849.173387955692,716.8713645999358,1
2,24613.03055427771,17950.814634801183,656.1884820404293,1
3,72943.2547919092,19180.89938624553,753.4271056738684,1
0,47629.88152131516,49394.82862306683,570.0817620106546,1
3,43596.7839507887,2965.3503792116417,636.4438378504198,1
4,34818.434371097486,43484.54330999998,599.8224375578036,1
4,25177.14992201346,29355.095020047276,519.3424368048858,1
0,62347.55875942872,22492.155540289932,644.212351991011,1
2,51099.76950782606,36537.62536034169,641.4776744131701,1
1,30650.58650388419,24846.77812981044,755.9414820269492,1
0,30573.818419045758,43797.738666001365,694.1568179188345,1
1,44963.229510648074,45134.391336551664,578.3069222969557,1
5,75035.32287934089,21664.325416799315,779.7864796433932,1
1,46106.12972954593,14564.562064517528,735.4723586867747,1
2,27452.855703228408,30025.16610107475,690.7468392428032,1
5,46313.85403871084,45705.80393521786,634.1461130805118,1
1,45909.146453784946,11322.447261277663,582.8392534293564,1
5,10000.0,31525.362594610655,623.9455256750263,1
1,49185.577002232814,31946.450784533507,726.212403379293,1
2,46535.98204686983,36922.53809834877,781.9210414154227,1
1,60443.095472201276,7446.81657123573,758.0270469790532,1
1,77734.34142418018,36075.42326942234,615.7805404749608,1
1,66898.47544321636,45542.59351261641,571.6267796697692,1
0,45966.669641677545,9804.472334641856,659.8620372837843,1
0,33402.11136887495,12639.622921270004,526.2092444106004,1
0,88600.3970487479,48598.35960804034,672.6217399929347,1
2,50888.27651021732,9867.870682764998,639.6678189590932,1
5,50208.939378694195,42864.86957510938,617.377444869223,1
4,49638.12369334995,25121.614965953704,538.3707852913243,1
1,52971.271411517824,13114.322645755676,685.9520074598802,1
1,47834.593821140865,43666.74516235306,612.7109412236662,1
2,41395.069896796456,22819.95749513061,568.1058215002798,1
1,41797.115881394115,26226.05034255482,448.94164507028455,1
0,49508.70094676002,18602.43510058852,648.0739566464555,1
4,41848.62843299352,30054.591720311444,774.0576117668821,1
3,39307.313259842536,9012.669756666117,766.2881450183509,1
1,51596.453415378455,20162.995295936274,618.003262038961,1
0,46175.34173868717,48501.203794429086,607.8451557746754,1
3,72559.89482874033,13648.53820235525,682.8141979252516,1
4,10235.45287410482,33180.09656252332,580.1130192568196,1
3,66372.60277883692,16934.31314701005,671.1254329873626,1
0,68691.27788746444,38900.183158643435,703.6256194869284,1
5,18899.146513877757,7412.809375199142,735.8853256719016,1
5,44859.68608879477,48521.231208848694,642.9892146464033,1
3,44428.38701006313,23235.687527798324,635.7428374876124,1
2,28887.32457923268,12566.472703976733,588.5412189270407,1
3,38332.74968613687,4601.34061917062,592.1183752172097,1
1,33341.36231801257,9318.137349289496,634.1464775668932,1
1,76284.05665135435,26468.923479244866,675.7155854771324,1
5,64035.17589721191,17513.15564513303,713.9509238363274,1
2,69073.32642491237,41615.284928247864,593.7774734523758,1
0,60825.08096064853,22113.48865942849,754.4881998271666,1
1,33064.22343174156,13186.999356793865,631.0213479270202,1
5,42132.196005803395,31240.10434359747,648.5042893956095,1
4,57340.61841841877,35632.08362738685,597.6951824596524,1
5,31668.082866620818,9185.053487146542,480.3031817808941,1
1,60694.97645258582,9213.341598127565,711.8831777452734,1
1,46395.119027627974,2796.8999197436056,701.5790727964703,1
5,44377.68788675604,37083.698738216386,630.307071001725,1
0,60664.39952305237,33526.42185346845,654.689350205741,1
3,56663.9496722906,24256.91291174088,686.115745239287,1
1,44585.507512713804,42364.35199949066,540.621790017942,1
5,67389.94705046373,40477.83749455261,612.9663125857594,1
5,33784.05008600154,29682.363855440854,705.5985275735279,1
2,59239.034104163955,43545.29274514967,562.1997403781526,1
3,58896.51886952575,11086.219291801644,670.5490552516641,1
4,45356.803410290144,6484.061350488666,555.0392736763616,1
0,54891.99533363177,14217.730964332492,682.6500987703469,1
4,31233.296354220456,3797.2559483764276,647.5050962391762,1
3,63860.40528810352,27027.30687205057,536.9407728866144,1
3,47226.46795335517,46893.67892245311,731.531754812002,1
3,42159.154692214404,2927.8334927569726,598.5785896241366,1
4,65735.13838755334,6983.385786491313,593.2823294089933,1
3,39434.84464185861,23157.75238588833,664.039843806166,1
5,28873.080554546606,46759.875858867345,730.4046144600101,1
4,26650.562397141442,16491.649143860777,578.8924726715122,1
3,59090.14927018459,25854.505625731228,654.317589489358,1
5,30793.559712555754,3037.0700934692127,680.01715502314,1
2,76321.91272976546,8268.816847142354,698.5173925084201,1
3,18771.058881744168,49344.876024983496,662.3509088694058,1
4,75446.84552435057,48290.81612536623,624.3080512641675,1
1,53165.26200803927,1242.0590657860712,592.0686845545896,1
3,48549.30332194411,47638.77748573871,656.0300718132462,1
1,41826.21369786575,32316.87695295952,574.9502691610076,1
5,55987.04171528106,43527.996431481086,445.50546615537746,1
2,49435.47946362727,23282.252926059096,680.5591862910368,1
0,66549.52823024782,26264.205400383264,713.2754388760337,1
2,51713.41472993059,24953.482432589088,484.59472951207135,1
3,52254.52642192817,33676.34861975911,579.3188506703044,1
1,44545.81681679216,7842.911483059333,693.3407982703638,1
1,49145.81564418399,2468.70590376122,794.0246828798189,1
4,54617.026533380886,16088.567137968355,651.4555595372785,1
1,24347.474110150615,35529.357374095685,599.0397941139606,1
4,29777.218668414305,10890.81915402447,637.1972491226612,1
5,61148.96141034072,33998.18923292095,746.241349340373,1
0,52562.981571919125,48525.690259256255,604.7825074612825,1
3,47240.24995470981,5601.135073681501,594.0565595344823,1
4,50276.5089959809,33957.50379303119,616.2079534472578,1
0,55213.72558042507,22743.760745923988,583.2669974218901,1
1,41903.60479535958,43538.97046449776,658.5869221196357,1
1,38325.42911896531,9680.33968292191,763.7274920928693,1
0,52937.67882646522,34938.67165908206,672.6155491181221,1
1,35324.40833577452,42067.6491927574,632.3352548511599,1
5,56123.79133571708,47286.09675422714,629.5732111759119,1
5,24461.245936432395,34479.153386192644,540.576643391234,1
0,65437.33455988466,25361.563436412936,711.8176844003011,1
4,57088.96223619564,31274.514769859477,644.5513962091038,1
4,53840.44601470813,43576.34423945719,637.3664060486562,1
0,64740.36475918271,28959.877585302653,850.0,1
4,74982.11666693864,2488.965925145006,670.912703585598,1
4,65215.55097527196,46616.48607984191,597.3746264933371,1
5,22386.88653002532,34786.8108005465,620.154968265612,1
4,30806.345498964478,34149.15590308508,730.3911996437728,1
2,40627.72133456482,11568.082467488142,657.9289287376436,1
3,50391.36575316251,33285.388041400205,549.3205415177844,1
1,57764.88530703685,20299.355877053764,714.3460254202643,1
2,39113.84280269802,32910.41587503311,603.2299140122705,1
4,52801.50146715617,6223.058485091546,781.1308443352282,1
5,38669.256014700164,33234.41992554876,725.6033646000254,1
0,40827.23295512078,49971.272562762664,618.6874673038874,1
4,28900.083547276667,3362.3899041672453,739.6711453214579,1
5,36151.50130833643,48881.53502684455,654.7498857369183,1
3,29724.730915754997,20938.49007542066,709.6941572585554,1
4,35361.90120534001,43666.9190665257,683.9312972106133,1
0,65804.62694911759,39336.8887188554,590.7550341506388,1
5,35759.01666752085,28783.79678834672,604.9515117377777,1
5,89485.73097256086,37184.011253315,722.0972572306813,1
5,57399.76851321334,44047.26250376605,626.5657267525421,1
3,52772.54185542311,20802.875760900617,621.7446075730602,1
4,37124.6332972818,17024.624916598696,583.1414194455454,1
3,60504.64819113487,33712.075892615656,679.6519345915423,1
1,41365.43260643339,40584.45115512167,794.3767443470201,1
1,51830.147219680424,38351.97160405417,575.2726960022009,1
4,88401.26807403192,40092.86879407309,651.695361967093,1
3,48559.10150413025,22343.582425833716,748.85543887908,1
